customer_id,first_name,last_name,email,registration_date,customer_segment,total_lifetime_value,preferred_contact,country,customer_age_years,is_premium,region
CUST247,FirstName246,LastName246,customer246@email.com,2023-04-03,Basic,6761.43,Phone,France,2.5,False,Europe
CUST248,FirstName247,LastName247,customer247@email.com,2025-07-17,Premium,903.38,Email,UK,0.2,True,Europe
CUST249,FirstName248,LastName248,customer248@email.com,2025-06-06,Basic,9519.76,Phone,USA,0.3,False,North America
CUST250,FirstName249,LastName249,customer249@email.com,2024-07-12,Standard,8401.07,Email,USA,1.2,False,North America
CUST251,FirstName250,LastName250,customer250@email.com,2024-08-24,Standard,8070.39,Email,Canada,1.1,False,North America
CUST252,FirstName251,LastName251,customer251@email.com,2023-04-13,Premium,8247.54,Email,UK,2.4,True,Europe
CUST253,FirstName252,LastName252,customer252@email.com,2024-10-21,Standard,9333.83,Email,France,0.9,False,Europe
CUST254,FirstName253,LastName253,customer253@email.com,2023-01-02,Basic,5488.11,Email,UK,2.7,False,Europe
CUST255,FirstName254,LastName254,customer254@email.com,2024-12-08,Premium,2082.79,Phone,Germany,0.8,True,Europe
CUST256,FirstName255,LastName255,customer255@email.com,2024-05-09,Standard,6206.16,Phone,France,1.4,False,Europe
CUST257,FirstName256,LastName256,customer256@email.com,2023-09-01,Standard,7454.53,SMS,UK,2.0,False,Europe
CUST258,FirstName257,LastName257,customer257@email.com,2024-05-23,Basic,7405.38,SMS,Canada,1.3,False,North America
CUST259,FirstName258,LastName258,customer258@email.com,2024-12-08,Premium,5262.35,Phone,Canada,0.8,True,North America
CUST260,FirstName259,LastName259,customer259@email.com,2024-06-25,Basic,777.74,Phone,USA,1.2,False,North America
CUST261,FirstName260,LastName260,customer260@email.com,2024-12-09,Standard,3774.02,SMS,USA,0.8,False,North America
CUST262,FirstName261,LastName261,customer261@email.com,2023-10-08,Basic,9215.59,Email,Canada,1.9,False,North America
CUST263,FirstName262,LastName262,customer262@email.com,2025-03-19,Basic,5886.04,SMS,USA,0.5,False,North America
CUST264,FirstName263,LastName263,customer263@email.com,2024-02-17,Premium,5429.49,SMS,UK,1.6,True,Europe
CUST265,FirstName264,LastName264,customer264@email.com,2025-04-25,Basic,2761.65,Email,UK,0.4,False,Europe
CUST266,FirstName265,LastName265,customer265@email.com,2024-07-18,Basic,3747.64,SMS,France,1.2,False,Europe
CUST267,FirstName266,LastName266,customer266@email.com,2023-10-14,Basic,8963.93,SMS,France,1.9,False,Europe
CUST268,FirstName267,LastName267,customer267@email.com,2024-11-19,Standard,6697.98,Email,Canada,0.8,False,North America
CUST269,FirstName268,LastName268,customer268@email.com,2023-12-26,Basic,7895.13,Phone,Germany,1.7,False,Europe
CUST270,FirstName269,LastName269,customer269@email.com,2024-04-12,Premium,4598.02,Email,Germany,1.4,True,Europe
CUST271,FirstName270,LastName270,customer270@email.com,2023-06-30,Standard,6339.45,SMS,Canada,2.2,False,North America
CUST272,FirstName271,LastName271,customer271@email.com,2025-01-06,Basic,2559.0,SMS,UK,0.7,False,Europe
CUST273,FirstName272,LastName272,customer272@email.com,2025-04-10,Premium,7084.06,Email,Canada,0.4,True,North America
CUST274,FirstName273,LastName273,customer273@email.com,2023-08-28,Basic,4333.25,Phone,Germany,2.1,False,Europe
CUST275,FirstName274,LastName274,customer274@email.com,2023-12-25,Basic,4481.2,SMS,UK,1.7,False,Europe
CUST276,FirstName275,LastName275,customer275@email.com,2025-01-19,Basic,6528.29,Phone,Germany,0.7,False,Europe
CUST277,FirstName276,LastName276,customer276@email.com,2025-01-14,Basic,9369.18,SMS,Germany,0.7,False,Europe
CUST278,FirstName277,LastName277,customer277@email.com,2023-04-28,Basic,733.66,Email,Canada,2.4,False,North America
CUST279,FirstName278,LastName278,customer278@email.com,2024-05-12,Basic,8264.96,Phone,UK,1.3,False,Europe
CUST280,FirstName279,LastName279,customer279@email.com,2023-05-27,Premium,2994.59,Phone,Germany,2.3,True,Europe
CUST281,FirstName280,LastName280,customer280@email.com,2024-05-10,Standard,4494.8,SMS,France,1.4,False,Europe
CUST282,FirstName281,LastName281,customer281@email.com,2025-02-12,Basic,316.94,Phone,Germany,0.6,False,Europe
CUST283,FirstName282,LastName282,customer282@email.com,2024-07-09,Standard,3080.36,Email,USA,1.2,False,North America
CUST284,FirstName283,LastName283,customer283@email.com,2023-02-08,Basic,5076.05,SMS,USA,2.6,False,North America
CUST285,FirstName284,LastName284,customer284@email.com,2024-07-07,Standard,656.14,SMS,USA,1.2,False,North America
CUST286,FirstName285,LastName285,customer285@email.com,2023-04-21,Premium,4961.85,SMS,France,2.4,True,Europe
CUST287,FirstName286,LastName286,customer286@email.com,2023-08-09,Premium,9278.4,Email,Canada,2.1,True,North America
CUST288,FirstName287,LastName287,customer287@email.com,2025-03-24,Standard,1143.39,Email,France,0.5,False,Europe
CUST289,FirstName288,LastName288,customer288@email.com,2024-06-05,Basic,7667.96,Phone,Canada,1.3,False,North America
CUST290,FirstName289,LastName289,customer289@email.com,2025-07-31,Basic,4155.74,Email,Germany,0.1,False,Europe
CUST291,FirstName290,LastName290,customer290@email.com,2025-02-07,Basic,6586.22,Email,Canada,0.6,False,North America
CUST292,FirstName291,LastName291,customer291@email.com,2025-04-02,Basic,2676.34,Phone,Canada,0.5,False,North America
CUST293,FirstName292,LastName292,customer292@email.com,2023-08-27,Premium,1678.97,Email,France,2.1,True,Europe
CUST294,FirstName293,LastName293,customer293@email.com,2025-05-26,Premium,1688.58,Phone,France,0.3,True,Europe
CUST295,FirstName294,LastName294,customer294@email.com,2025-03-08,Standard,797.87,Email,Germany,0.5,False,Europe
CUST296,FirstName295,LastName295,customer295@email.com,2023-07-11,Basic,1937.9,SMS,USA,2.2,False,North America
CUST297,FirstName296,LastName296,customer296@email.com,2024-02-13,Basic,6675.77,Phone,Germany,1.6,False,Europe
CUST298,FirstName297,LastName297,customer297@email.com,2024-01-19,Standard,8828.74,Phone,France,1.7,False,Europe
CUST299,FirstName298,LastName298,customer298@email.com,2024-10-29,Basic,8159.84,SMS,USA,0.9,False,North America
CUST300,FirstName299,LastName299,customer299@email.com,2024-07-27,Premium,6882.83,Email,USA,1.1,True,North America
